2024-08-08 09:04:40 | INFO | openai_api_server | args: Namespace(host='0.0.0.0', port=7802, controller_address='http://0.0.0.0:7800', allow_credentials=False, allowed_origins=['*'], allowed_methods=['*'], allowed_headers=['*'], api_keys=None, ssl=False)
2024-08-08 09:04:40 | ERROR | stderr | INFO:     Started server process [201]
2024-08-08 09:04:40 | ERROR | stderr | INFO:     Waiting for application startup.
2024-08-08 09:04:40 | ERROR | stderr | INFO:     Application startup complete.
2024-08-08 09:04:40 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:7802 (Press CTRL+C to quit)
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52434 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52444 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52460 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52472 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52484 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52498 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52506 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52508 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52524 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52538 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52552 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52568 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52578 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52588 - "POST /api/v1/token_check HTTP/1.1" 200 OK
2024-08-08 09:07:14 | INFO | stdout | INFO:     127.0.0.1:52596 - "POST /api/v1/token_check HTTP/1.1" 200 OK
